,MMSI,Date,Time,Latitude,Longitude,SOG,COG,HDG
820,440018280,  2017/10/01,9:18:08,34.763383,126.329433,13.6,33.4,0
822,440018280,  2017/10/01,9:18:11,34.763517,126.329533,13.6,33.5,0
823,440018280,  2017/10/01,9:18:14,34.763733,126.3297,13.6,33.6,0
824,440018280,  2017/10/01,9:18:17,34.76385,126.3298,13.6,33.8,359
825,440018280,  2017/10/01,9:18:17,34.76385,126.3298,13.6,33.8,359
827,440018280,  2017/10/01,9:18:20,34.763983,126.329917,13.6,34.2,359
828,440018280,  2017/10/01,9:18:21,34.764067,126.329983,13.6,33.8,359
829,440018280,  2017/10/01,9:18:24,34.7642,126.330083,13.6,34.4,0
830,440018280,  2017/10/01,9:18:24,34.7642,126.330083,13.6,34.4,0
831,440018280,  2017/10/01,9:18:27,34.7644,126.330267,13.6,34.2,0
832,440018280,  2017/10/01,9:18:27,34.7644,126.330267,13.6,34.2,0
833,440018280,  2017/10/01,9:18:30,34.764533,126.330367,13.6,34.3,0
835,440018280,  2017/10/01,9:18:34,34.764717,126.330517,13.6,34.0,359
836,440018280,  2017/10/01,9:18:37,34.76485,126.330633,13.6,33.9,358
838,440018280,  2017/10/01,9:18:40,34.765117,126.330833,13.7,33.3,358
840,440018280,  2017/10/01,9:18:43,34.765267,126.330967,13.7,33.4,359
841,440018280,  2017/10/01,9:18:44,34.765267,126.330967,13.7,33.4,359
842,440018280,  2017/10/01,9:18:47,34.76545,126.331117,13.7,33.7,359
844,440018280,  2017/10/01,9:18:47,34.76545,126.331117,13.7,33.7,359
845,440018280,  2017/10/01,9:18:50,34.765667,126.331283,13.7,34.7,0
847,440018280,  2017/10/01,9:18:54,34.7658,126.3314,13.7,35.0,1
848,440018280,  2017/10/01,9:18:57,34.765933,126.331517,13.6,35.5,1
849,440018280,  2017/10/01,9:18:57,34.765933,126.331517,13.6,35.5,1
851,440018280,  2017/10/01,9:19:00,34.766133,126.331683,13.7,35.7,0
852,440018280,  2017/10/01,9:19:01,34.766183,126.331733,13.7,35.7,0
853,440018280,  2017/10/01,9:19:04,34.766317,126.33185,13.7,35.4,0
854,440018280,  2017/10/01,9:19:04,34.766317,126.33185,13.7,35.4,0
856,440018280,  2017/10/01,9:19:07,34.76645,126.331967,13.7,35.3,1
857,440018280,  2017/10/01,9:19:07,34.766533,126.332033,13.7,35.4,1
859,440018280,  2017/10/01,9:19:11,34.766667,126.332133,13.6,35.9,1
861,440018280,  2017/10/01,9:19:14,34.766867,126.332317,13.6,35.9,1
862,440018280,  2017/10/01,9:19:17,34.767,126.332433,13.7,36.0,1
863,440018280,  2017/10/01,9:19:17,34.767,126.332433,13.7,36.0,1
865,440018280,  2017/10/01,9:19:20,34.767117,126.33255,13.7,36.2,3
866,440018280,  2017/10/01,9:19:20,34.767183,126.332583,13.7,36.1,3
868,440018280,  2017/10/01,9:19:24,34.7673,126.3327,13.7,36.5,2
869,440018280,  2017/10/01,9:19:24,34.7673,126.3327,13.7,36.5,2
870,440018280,  2017/10/01,9:19:27,34.7675,126.332883,13.6,37.0,1
871,440018280,  2017/10/01,9:19:27,34.767583,126.33295,13.6,36.9,1
873,440018280,  2017/10/01,9:19:30,34.767717,126.333067,13.6,36.7,1
876,440018280,  2017/10/01,9:19:34,34.767833,126.333183,13.6,37.3,0
878,440018280,  2017/10/01,9:19:37,34.768017,126.33335,13.6,37.7,1
879,440018280,  2017/10/01,9:19:37,34.768017,126.33335,13.6,37.7,1
882,440018280,  2017/10/01,9:19:40,34.768217,126.333533,13.7,38.0,3
885,440018280,  2017/10/01,9:19:43,34.768333,126.33365,13.6,37.7,3
887,440018280,  2017/10/01,9:19:47,34.768533,126.33385,13.6,38.0,2
890,440018280,  2017/10/01,9:19:50,34.768717,126.334017,13.6,37.9,2
893,440018280,  2017/10/01,9:19:54,34.768867,126.33415,13.6,38.0,1
895,440018280,  2017/10/01,9:19:57,34.769033,126.334317,13.6,37.6,1
898,440018280,  2017/10/01,9:20:01,34.769167,126.334433,13.6,37.5,1
900,440018280,  2017/10/01,9:20:04,34.769367,126.334617,13.6,37.3,1
902,440018280,  2017/10/01,9:20:07,34.769533,126.334783,13.6,37.3,0
905,440018280,  2017/10/01,9:20:11,34.769748,126.334967,13.6,37.4,1
907,440018280,  2017/10/01,9:20:14,34.769867,126.335083,13.6,37.2,1
908,440018280,  2017/10/01,9:20:17,34.77,126.3352,13.6,36.9,1
911,440018280,  2017/10/01,9:20:24,34.7704,126.335567,13.6,36.9,1
912,440018280,  2017/10/01,9:20:27,34.770532,126.335683,13.6,36.5,0
913,440018280,  2017/10/01,9:20:27,34.770532,126.335683,13.6,36.5,0
915,440018280,  2017/10/01,9:20:30,34.770667,126.3358,13.6,37.0,0
916,440018280,  2017/10/01,9:20:37,34.77105,126.336133,13.6,36.0,1
918,440018280,  2017/10/01,9:20:40,34.771167,126.33625,13.5,36.7,1
920,440018280,  2017/10/01,9:20:43,34.771367,126.336433,13.5,36.7,1
921,440018280,  2017/10/01,9:20:47,34.771583,126.336617,13.5,36.1,0
922,440018280,  2017/10/01,9:20:50,34.77175,126.336767,13.5,35.6,0
924,440018280,  2017/10/01,9:20:54,34.771883,126.336883,13.5,35.9,359
925,440018280,  2017/10/01,9:20:57,34.772033,126.337017,13.6,35.5,359
927,440018280,  2017/10/01,9:21:01,34.772217,126.337167,13.5,35.4,359
928,440018280,  2017/10/01,9:21:01,34.772217,126.337167,13.5,35.4,359
929,440018280,  2017/10/01,9:21:04,34.772417,126.33735,13.5,35.4,359
931,440018280,  2017/10/01,9:21:07,34.77255,126.33745,13.6,35.2,359
932,440018280,  2017/10/01,9:21:07,34.772615,126.337533,13.6,35.1,359
934,440018280,  2017/10/01,9:21:11,34.77275,126.337633,13.6,35.1,0
936,440018280,  2017/10/01,9:21:14,34.772883,126.33775,13.6,34.7,359
937,440018280,  2017/10/01,9:21:14,34.772883,126.33775,13.6,34.7,359
938,440018280,  2017/10/01,9:21:17,34.773083,126.337917,13.6,34.4,359
940,440018280,  2017/10/01,9:21:24,34.773483,126.33825,13.6,34.2,1
941,440018280,  2017/10/01,9:21:27,34.7736,126.33835,13.6,34.1,1
942,440018280,  2017/10/01,9:21:27,34.7736,126.33835,13.6,34.1,1
943,440018280,  2017/10/01,9:21:30,34.773733,126.338467,13.6,34.0,0
945,440018280,  2017/10/01,9:21:33,34.77395,126.338633,13.6,33.7,359
946,440018280,  2017/10/01,9:21:37,34.774067,126.33875,13.6,33.8,358
947,440018280,  2017/10/01,9:21:40,34.774283,126.338917,13.6,33.7,357
948,440018280,  2017/10/01,9:21:40,34.774367,126.338983,13.6,33.6,357
950,440018280,  2017/10/01,9:21:43,34.7745,126.339083,13.6,33.2,358
951,440018280,  2017/10/01,9:21:47,34.774633,126.339183,13.6,33.4,358
952,440018280,  2017/10/01,9:21:47,34.774633,126.339183,13.6,33.4,358
953,440018280,  2017/10/01,9:21:50,34.774883,126.3394,13.6,33.3,359
954,440018280,  2017/10/01,9:21:53,34.775017,126.3395,13.6,33.2,359
956,440018280,  2017/10/01,9:21:57,34.77515,126.339617,13.7,32.8,359
957,440018280,  2017/10/01,9:22:01,34.775367,126.339783,13.6,32.9,359
958,440018280,  2017/10/01,9:22:01,34.775367,126.339783,13.6,32.9,359
959,440018280,  2017/10/01,9:22:04,34.7755,126.339883,13.6,33.0,359
961,440018280,  2017/10/01,9:22:07,34.775717,126.34005,13.6,33.0,359
962,440018280,  2017/10/01,9:22:07,34.775783,126.340117,13.6,33.1,358
963,440018280,  2017/10/01,9:22:11,34.775917,126.340217,13.6,32.9,358
965,440018280,  2017/10/01,9:22:14,34.77605,126.340317,13.6,33.0,358
966,440018280,  2017/10/01,9:22:14,34.77605,126.340317,13.6,33.0,358
967,440018280,  2017/10/01,9:22:17,34.776267,126.340483,13.6,32.4,358
969,440018280,  2017/10/01,9:22:24,34.776617,126.34075,13.6,31.7,358
970,440018280,  2017/10/01,9:22:27,34.77675,126.34085,13.7,31.5,358
971,440018280,  2017/10/01,9:22:27,34.77675,126.34085,13.7,31.5,358
972,440018280,  2017/10/01,9:22:30,34.776883,126.340967,13.7,31.3,358
974,440018280,  2017/10/01,9:22:37,34.7773,126.34125,13.7,30.7,357
975,440018280,  2017/10/01,9:22:40,34.777517,126.341417,13.7,30.3,357
976,440018280,  2017/10/01,9:22:40,34.777517,126.341417,13.7,30.4,357
978,440018280,  2017/10/01,9:22:43,34.77775,126.341567,13.7,30.0,357
979,440018280,  2017/10/01,9:22:47,34.777883,126.341667,13.7,29.5,357
980,440018280,  2017/10/01,9:22:50,34.7781,126.341817,13.8,29.0,356
982,440018280,  2017/10/01,9:22:57,34.778467,126.342067,13.7,29.2,356
983,440018280,  2017/10/01,9:23:00,34.778667,126.3422,13.8,28.9,356
984,440018280,  2017/10/01,9:23:01,34.778667,126.3422,13.8,28.9,356
985,440018280,  2017/10/01,9:23:04,34.7788,126.342283,13.8,29.1,356
987,440018280,  2017/10/01,9:23:07,34.779033,126.342433,13.8,28.9,357
988,440018280,  2017/10/01,9:23:11,34.779167,126.342533,13.8,28.8,357
990,440018280,  2017/10/01,9:23:14,34.779417,126.3427,13.8,29.3,356
991,440018280,  2017/10/01,9:23:17,34.779567,126.3428,13.8,29.0,357
993,440018280,  2017/10/01,9:23:24,34.780017,126.3431,13.7,29.3,358
994,440018280,  2017/10/01,9:23:27,34.78015,126.3432,13.8,29.2,357
995,440018280,  2017/10/01,9:23:27,34.78015,126.3432,13.8,29.2,357
996,440018280,  2017/10/01,9:23:30,34.780283,126.3433,13.8,29.3,356
998,440018280,  2017/10/01,9:23:37,34.78065,126.34355,13.8,29.4,355
999,440018280,  2017/10/01,9:23:40,34.780817,126.343667,13.8,29.3,355
1000,440018280,  2017/10/01,9:23:40,34.7809,126.343717,13.8,29.2,355
1002,440018280,  2017/10/01,9:23:44,34.78105,126.343817,13.8,29.3,356
1003,440018280,  2017/10/01,9:23:50,34.7815,126.344117,13.8,29.2,357
1004,440018280,  2017/10/01,9:23:54,34.781633,126.344217,13.8,29.2,357
1006,440018280,  2017/10/01,9:23:57,34.781783,126.3443,13.8,29.1,357
1724,440018280,  2017/10/01,14:18:02,34.782733,126.343,13.4,218.3,278
1725,440018280,  2017/10/01,14:18:11,34.7823,126.342567,13.5,219.5,278
1726,440018280,  2017/10/01,14:18:22,34.78175,126.342,13.6,219.2,278
1727,440018280,  2017/10/01,14:18:31,34.781283,126.341567,13.7,216.9,277
1728,440018280,  2017/10/01,14:18:41,34.780783,126.3411,13.9,217.5,278
1729,440018280,  2017/10/01,14:18:52,34.7802,126.340533,13.9,219.0,278
1730,440018280,  2017/10/01,14:19:11,34.779217,126.339617,14.1,218.0,278
1731,440018280,  2017/10/01,14:19:14,34.7791,126.339483,14.1,218.1,278
1732,440018280,  2017/10/01,14:19:20,34.778833,126.339233,14.1,219.3,279
1733,440018280,  2017/10/01,14:19:22,34.778717,126.339117,14.1,220.1,279
1734,440018280,  2017/10/01,14:19:26,34.778517,126.3389,14.1,220.5,279
1735,440018280,  2017/10/01,14:19:31,34.778183,126.338567,14.2,220.5,279
1736,440018280,  2017/10/01,14:19:38,34.777883,126.338267,14.1,219.8,278
1737,440018280,  2017/10/01,14:19:41,34.777767,126.338133,14.2,219.5,278
1738,440018280,  2017/10/01,14:19:44,34.77755,126.337933,14.1,219.0,278
1739,440018280,  2017/10/01,14:19:50,34.7773,126.337683,14.1,218.5,276
1740,440018280,  2017/10/01,14:19:52,34.777167,126.33755,14.0,217.8,276
1741,440018280,  2017/10/01,14:19:56,34.776967,126.337367,14.0,217.5,276
1742,440018280,  2017/10/01,14:20:02,34.776633,126.33705,14.0,216.5,275
1743,440018280,  2017/10/01,14:20:08,34.776317,126.336767,14.0,217.3,276
1744,440018280,  2017/10/01,14:20:14,34.776067,126.336533,14.0,218.5,277
1745,440018280,  2017/10/01,14:20:20,34.775783,126.33625,14.0,219.9,278
1746,440018280,  2017/10/01,14:20:26,34.775417,126.335867,14.0,221.3,278
1747,440018280,  2017/10/01,14:20:31,34.775167,126.3356,13.9,222.5,279
1748,440018280,  2017/10/01,14:20:38,34.774867,126.33525,13.9,222.8,279
1749,440018280,  2017/10/01,14:20:44,34.774583,126.334933,13.8,222.0,277
1750,440018280,  2017/10/01,14:20:50,34.77435,126.334683,13.8,220.9,276
1751,440018280,  2017/10/01,14:20:56,34.774017,126.334367,13.7,218.8,276
1752,440018280,  2017/10/01,14:21:02,34.7737,126.33405,13.8,216.1,276
1753,440018280,  2017/10/01,14:21:08,34.773383,126.333783,13.8,214.8,275
1754,440018280,  2017/10/01,14:21:14,34.773033,126.3335,13.8,214.2,275
1755,440018280,  2017/10/01,14:21:20,34.772767,126.333283,13.8,214.1,275
1756,440018280,  2017/10/01,14:21:26,34.772433,126.333,13.8,213.4,274
1757,440018280,  2017/10/01,14:21:31,34.772117,126.332733,13.8,213.1,274
1758,440018280,  2017/10/01,14:21:38,34.771832,126.332533,13.7,213.5,274
1759,440018280,  2017/10/01,14:21:44,34.771483,126.33225,13.8,213.7,275
1760,440018280,  2017/10/01,14:21:50,34.77115,126.331967,13.8,214.3,275
1761,440018280,  2017/10/01,14:21:56,34.770833,126.3317,13.8,215.2,275
1762,440018280,  2017/10/01,14:22:02,34.770567,126.331467,13.8,216.4,277
1763,440018280,  2017/10/01,14:22:08,34.770233,126.331167,13.8,217.4,276
1764,440018280,  2017/10/01,14:22:14,34.769933,126.330883,13.8,218.5,277
1765,440018280,  2017/10/01,14:22:20,34.7696,126.33055,13.9,218.8,277
1766,440018280,  2017/10/01,14:22:26,34.7693,126.330267,13.8,219.7,277
1767,440018280,  2017/10/01,14:22:31,34.769067,126.330017,13.7,219.7,277
1768,440018280,  2017/10/01,14:22:38,34.768733,126.3297,13.7,219.3,277
1769,440018280,  2017/10/01,14:22:44,34.768417,126.329383,13.7,218.5,277
1770,440018280,  2017/10/01,14:22:50,34.768117,126.3291,13.7,217.5,277
1771,440018280,  2017/10/01,14:22:56,34.767783,126.328783,13.7,216.6,276
1772,440018280,  2017/10/01,14:23:02,34.767483,126.328517,13.7,216.5,276
1773,440018280,  2017/10/01,14:23:08,34.767217,126.328283,13.6,217.2,276
1774,440018280,  2017/10/01,14:23:26,34.76635,126.327433,13.6,220.1,277
1775,440018280,  2017/10/01,14:23:31,34.765983,126.32705,13.7,219.7,278
1776,440018280,  2017/10/01,14:23:38,34.76575,126.326817,13.7,220.1,277
1777,440018280,  2017/10/01,14:23:44,34.765433,126.326483,13.6,219.8,277
1778,440018280,  2017/10/01,14:23:45,34.765383,126.326433,13.6,219.7,277
1779,440018280,  2017/10/01,14:23:50,34.765133,126.3262,13.6,218.0,276
1780,440018280,  2017/10/01,14:23:56,34.7648,126.3259,13.4,216.5,275
1781,440018280,  2017/10/01,14:24:02,34.7645,126.325633,13.5,215.1,275
1782,440018280,  2017/10/01,14:24:05,34.764367,126.325533,13.5,213.9,274
1783,440018280,  2017/10/01,14:24:07,34.764233,126.325433,13.5,213.9,274
1784,440018280,  2017/10/01,14:24:16,34.763717,126.325017,13.5,212.4,273
2150,440018280,  2017/10/01,17:32:32,34.760183,126.325033,13.5,39.8,2
2152,440018280,  2017/10/01,17:32:42,34.76075,126.325583,13.4,39.0,2
2154,440018280,  2017/10/01,17:33:02,34.761717,126.326533,13.5,37.7,2
2155,440018280,  2017/10/01,17:33:11,34.762083,126.326883,13.5,37.8,2
2156,440018280,  2017/10/01,17:33:21,34.762617,126.327383,13.5,36.6,2
2157,440018280,  2017/10/01,17:33:31,34.763117,126.327833,13.5,36.3,1
2158,440018280,  2017/10/01,17:33:42,34.7637,126.32835,13.5,36.0,1
2159,440018280,  2017/10/01,17:34:02,34.764717,126.329267,13.5,37.1,2
2160,440018280,  2017/10/01,17:34:21,34.765617,126.330117,13.5,38.0,1
2161,440018280,  2017/10/01,17:34:31,34.7661,126.330583,13.5,38.3,3
2162,440018280,  2017/10/01,17:34:41,34.7666,126.331067,13.5,38.2,2
2163,440018280,  2017/10/01,17:35:02,34.767683,126.332083,13.5,36.9,1
2164,440018280,  2017/10/01,17:35:11,34.768117,126.332467,13.5,35.7,0
2165,440018280,  2017/10/01,17:35:21,34.76865,126.332917,13.5,34.6,0
2166,440018280,  2017/10/01,17:35:31,34.769117,126.333317,13.6,33.9,359
2167,440018280,  2017/10/01,17:35:35,34.769317,126.33345,13.5,33.3,0
2168,440018280,  2017/10/01,17:35:38,34.769517,126.333617,13.5,33.1,0
2169,440018280,  2017/10/01,17:35:41,34.769733,126.333783,13.5,32.7,359
2170,440018280,  2017/10/01,17:35:48,34.77005,126.334033,13.6,32.1,358
2171,440018280,  2017/10/01,17:35:52,34.770267,126.3342,13.6,31.6,358
2172,440018280,  2017/10/01,17:35:54,34.7704,126.3343,13.5,31.3,358
2173,440018280,  2017/10/01,17:35:58,34.770617,126.33445,13.6,30.3,359
2174,440018280,  2017/10/01,17:36:02,34.770883,126.33465,13.6,29.9,359
2175,440018280,  2017/10/01,17:36:08,34.771167,126.33485,13.6,30.4,358
2176,440018280,  2017/10/01,17:36:11,34.7713,126.334933,13.6,30.2,358
2177,440018280,  2017/10/01,17:36:12,34.7713,126.334933,13.6,30.2,358
2178,440018280,  2017/10/01,17:36:15,34.771517,126.3351,13.5,30.8,358
2179,440018280,  2017/10/01,17:36:18,34.771733,126.33525,13.6,30.7,358
2180,440018280,  2017/10/01,17:36:21,34.771867,126.33535,13.5,30.1,358
2181,440018280,  2017/10/01,17:36:28,34.7722,126.3356,13.5,30.9,358
2182,440018280,  2017/10/01,17:36:31,34.772417,126.33575,13.6,31.0,358
2183,440018280,  2017/10/01,17:36:41,34.7729,126.3361,13.5,30.9,358
2184,440018280,  2017/10/01,17:37:02,34.774133,126.337,13.5,31.3,358
2185,440018280,  2017/10/01,17:37:11,34.774533,126.3373,13.5,31.1,359
2186,440018280,  2017/10/01,17:37:21,34.7751,126.3377,13.6,31.3,358
2187,440018280,  2017/10/01,17:37:31,34.775582,126.33805,13.5,30.3,357
2188,440018280,  2017/10/01,17:37:41,34.776133,126.33845,13.5,31.4,358
2189,440018280,  2017/10/01,17:37:51,34.776683,126.338867,13.3,31.5,358
2190,440018280,  2017/10/01,17:38:02,34.777283,126.339317,13.3,31.4,358
2191,440018280,  2017/10/01,17:38:11,34.7777,126.339633,13.3,31.7,358
2192,440018280,  2017/10/01,17:38:22,34.7783,126.3401,13.3,31.8,358
2193,440018280,  2017/10/01,17:38:31,34.778783,126.34045,13.4,31.4,358
2194,440018280,  2017/10/01,17:38:41,34.779317,126.34085,13.5,31.1,358
2195,440018280,  2017/10/01,17:38:51,34.779817,126.341217,13.5,30.9,357
2196,440018280,  2017/10/01,17:39:02,34.78045,126.341667,13.5,30.4,359
2197,440018280,  2017/10/01,17:39:11,34.780933,126.342017,13.5,30.1,357
2198,440018280,  2017/10/01,17:39:22,34.781517,126.3424,13.6,29.4,357
2199,440018280,  2017/10/01,17:39:31,34.782033,126.342767,13.6,29.9,358
2200,440018280,  2017/10/01,17:39:41,34.7826,126.343183,13.5,32.6,359
