,MMSI,Date,Time,Latitude,Longitude,SOG,COG,HDG
0,440032230,  2017/10/01,8:46:10,34.782803,126.342992,24.2,216.4,214
1,440032230,  2017/10/01,8:46:21,34.781677,126.342112,24.8,213.2,212
2,440032230,  2017/10/01,8:46:30,34.780652,126.341315,25.5,212.8,212
3,440032230,  2017/10/01,8:46:41,34.779848,126.3407,25.8,212.3,211
4,440032230,  2017/10/01,8:46:50,34.778628,126.339795,26.0,211.7,213
5,440032230,  2017/10/01,8:47:01,34.777668,126.339013,26.3,213.5,214
6,440032230,  2017/10/01,8:47:10,34.77551,126.337233,26.4,214.6,215
7,440032230,  2017/10/01,8:47:21,34.774625,126.336487,26.5,215.0,215
8,440032230,  2017/10/01,8:47:30,34.773738,126.335732,26.5,215.2,216
9,440032230,  2017/10/01,8:47:40,34.772635,126.334775,26.6,215.8,217
10,440032230,  2017/10/01,8:47:51,34.771698,126.33393,26.7,216.5,217
11,440032230,  2017/10/01,8:48:01,34.767937,126.330283,27.0,218.7,219
12,440032230,  2017/10/01,8:48:10,34.766705,126.329062,27.2,219.3,219
13,440032230,  2017/10/01,8:48:21,34.76585,126.328222,27.4,219.0,218
14,440032230,  2017/10/01,8:48:30,34.764907,126.327307,27.5,219.0,219
15,440032230,  2017/10/01,8:48:40,34.762708,126.325167,27.6,218.6,219
16,440032230,  2017/10/01,8:48:51,34.761392,126.325032,28.1,40.0,41
17,440032230,  2017/10/01,8:49:01,34.761552,126.325188,28.2,39.7,41
18,440032230,  2017/10/01,8:49:10,34.761795,126.325422,28.2,39.3,41
19,440032230,  2017/10/01,8:49:21,34.761958,126.325573,28.2,38.9,41
20,440032230,  2017/10/01,8:49:30,34.762205,126.325803,28.4,38.6,42
21,440032230,  2017/10/01,8:49:40,34.76237,126.325963,28.5,38.5,42
22,440032230,  2017/10/01,8:49:51,34.762612,126.326207,28.6,38.9,43
23,440032230,  2017/10/01,8:50:01,34.762852,126.326455,28.7,39.4,43
24,440032230,  2017/10/01,8:50:10,34.76301,126.326622,28.7,39.8,43
25,440032230,  2017/10/01,8:50:21,34.763248,126.326872,28.7,40.2,42
26,440032230,  2017/10/01,8:50:30,34.763407,126.327035,28.6,40.2,41
27,440032230,  2017/10/01,8:50:40,34.763652,126.327275,28.6,39.9,40
28,440032230,  2017/10/01,8:51:00,34.763818,126.327432,28.6,39.4,40
29,440032230,  2017/10/01,8:51:10,34.76407,126.327665,28.7,38.8,40
30,440032230,  2017/10/01,8:51:21,34.764235,126.327818,28.8,38.5,41
31,440032230,  2017/10/01,8:51:30,34.764485,126.328055,29.0,38.3,41
32,440032230,  2017/10/01,8:51:40,34.764733,126.328297,29.0,38.5,41
33,440032230,  2017/10/01,8:51:51,34.7649,126.328462,29.0,38.6,40
34,440032230,  2017/10/01,8:52:00,34.765148,126.328698,28.9,38.5,39
35,440032230,  2017/10/01,8:52:10,34.765315,126.328853,28.9,38.4,39
36,440032230,  2017/10/01,8:52:21,34.76557,126.329085,28.9,37.9,39
37,440032230,  2017/10/01,8:52:30,34.765743,126.329242,29.0,37.6,39
38,440032230,  2017/10/01,8:52:40,34.765998,126.329473,29.1,37.3,39
39,440032230,  2017/10/01,8:52:51,34.766168,126.32963,29.1,37.3,40
40,440032230,  2017/10/01,11:58:55,34.766425,126.329868,29.2,37.3,40
41,440032230,  2017/10/01,11:59:04,34.766595,126.330027,29.2,37.3,40
42,440032230,  2017/10/01,11:59:15,34.766852,126.330267,29.3,37.4,40
43,440032230,  2017/10/01,11:59:24,34.766935,126.330345,29.3,37.4,40
44,440032230,  2017/10/01,11:59:34,34.767273,126.330667,29.3,37.7,40
45,440032230,  2017/10/01,11:59:45,34.767357,126.330745,29.2,37.7,39
46,440032230,  2017/10/01,11:59:55,34.767612,126.330983,29.1,37.7,38
47,440032230,  2017/10/01,12:00:04,34.767868,126.331213,29.1,37.4,38
48,440032230,  2017/10/01,12:00:15,34.768042,126.331365,29.0,37.0,38
49,440032230,  2017/10/01,12:00:24,34.768302,126.33159,29.1,36.5,38
50,440032230,  2017/10/01,12:00:34,34.768477,126.331745,29.1,36.4,38
51,440032230,  2017/10/01,12:00:55,34.768733,126.331977,29.1,36.5,38
52,440032230,  2017/10/01,12:01:04,34.768902,126.332127,29.1,36.5,37
